Mode,Theme,Avg_FPS,Avg_Sim_ms,P1_Low_Sim_ms
InGen (Lightweight),Wireframe Space,14,53.61,60.55
InGen (Lightweight),Wireframe Space,14,55.04,62.28
InGen (Lightweight),Wireframe Space,16,53.61,60.85
InGen (Lightweight),Wireframe Space,14,57.10,65.03
InGen (Lightweight),Wireframe Space,15,60.58,68.66
InGen (Lightweight),Wireframe Space,15,67.14,76.42
InGen (Lightweight),Wireframe Space,16,59.44,68.99
InGen (Lightweight),Wireframe Space,16,61.86,69.50
InGen (Lightweight),Wireframe Space,14,53.61,63.12
InGen (Lightweight),Wireframe Space,14,54.28,64.21
InGen (Lightweight),Wireframe Space,16,56.36,62.03
InGen (Lightweight),Wireframe Space,16,56.42,66.13
InGen (Lightweight),Wireframe Space,16,60.48,69.89
InGen (Lightweight),Wireframe Space,16,62.59,69.35
InGen (Lightweight),Wireframe Space,16,59.55,70.12
InGen (Lightweight),Wireframe Space,15,58.20,67.98
InGen (Lightweight),Wireframe Space,15,54.78,61.31
InGen (Lightweight),Wireframe Space,15,60.84,67.76
InGen (Lightweight),Wireframe Space,15,63.43,77.30
InGen (Lightweight),Wireframe Space,14,58.05,62.52
InGen (Lightweight),Wireframe Space,16,58.88,69.24
InGen (Lightweight),Wireframe Space,15,58.00,67.64
InGen (Lightweight),Wireframe Space,14,55.50,62.25
InGen (Lightweight),Wireframe Space,15,58.62,66.69
InGen (Lightweight),Wireframe Space,15,53.61,65.97
InGen (Lightweight),Wireframe Space,16,59.48,65.58
InGen (Lightweight),Wireframe Space,16,65.06,77.38
InGen (Lightweight),Wireframe Space,16,60.50,72.64
InGen (Lightweight),Wireframe Space,15,55.51,63.35
InGen (Lightweight),Wireframe Space,15,64.77,68.44
InGen (Lightweight),Wireframe Space,16,60.40,69.90
InGen (Lightweight),Wireframe Space,16,69.20,77.34
InGen (Lightweight),Wireframe Space,15,59.30,69.31
InGen (Lightweight),Wireframe Space,15,65.51,74.92
InGen (Lightweight),Wireframe Space,14,61.18,69.49
InGen (Lightweight),Wireframe Space,16,56.31,63.90
InGen (Lightweight),Wireframe Space,16,59.60,66.02
InGen (Lightweight),Wireframe Space,16,58.07,66.69
InGen (Lightweight),Wireframe Space,14,60.02,64.99
InGen (Lightweight),Wireframe Space,16,59.41,67.33
InGen (Lightweight),Wireframe Space,15,53.61,61.20
InGen (Lightweight),Wireframe Space,16,56.62,66.36
InGen (Lightweight),Wireframe Space,15,60.11,74.31
InGen (Lightweight),Wireframe Space,15,58.11,68.51
InGen (Lightweight),Wireframe Space,14,62.02,70.84
InGen (Lightweight),Wireframe Space,14,60.74,70.25
InGen (Lightweight),Wireframe Space,14,56.34,66.11
InGen (Lightweight),Wireframe Space,14,58.21,70.97
InGen (Lightweight),Wireframe Space,16,69.17,80.11
InGen (Lightweight),Wireframe Space,15,61.08,73.50
InGen (Lightweight),Wireframe Space,16,59.16,67.30
InGen (Lightweight),Wireframe Space,14,58.48,69.01
InGen (Lightweight),Wireframe Space,15,59.05,68.02
InGen (Lightweight),Wireframe Space,14,60.43,70.55
InGen (Lightweight),Wireframe Space,14,59.15,68.53
InGen (Lightweight),Wireframe Space,14,65.17,70.42
InGen (Lightweight),Wireframe Space,15,60.75,69.75
InGen (Lightweight),Wireframe Space,14,59.43,73.50
InGen (Lightweight),Wireframe Space,16,56.29,64.70
InGen (Lightweight),Wireframe Space,14,58.24,69.41
InGen (Lightweight),Wireframe Space,15,61.09,72.02
InGen (Lightweight),Wireframe Space,15,62.83,72.33
InGen (Lightweight),Wireframe Space,15,62.36,71.96
InGen (Lightweight),Wireframe Space,15,57.89,69.40
InGen (Lightweight),Wireframe Space,14,60.16,72.47
InGen (Lightweight),Wireframe Space,16,55.86,65.56
InGen (Lightweight),Wireframe Space,16,60.41,67.87
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.53,62.53
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.40,61.83
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.04,61.41
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.91,60.67
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.98,63.47
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.70,61.13
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.12,60.51
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.49,61.33
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.27,60.63
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.82,61.40
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.94,62.65
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,57.90,59.78
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.85,61.75
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.79,62.86
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,61.27,63.92
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.52,62.06
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.05,61.39
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,57.56,60.10
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.62,59.72
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.48,61.87
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.75,60.90
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,57.98,59.92
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.33,61.41
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.24,61.31
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.10,61.93
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.25,59.11
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.70,60.83
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.02,62.30
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.15,61.96
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.57,61.36
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.56,60.64
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.66,60.47
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.65,60.50
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,60.10,62.13
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.54,61.19
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.06,63.02
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.54,61.39
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.04,63.29
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.66,61.61
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.97,61.70
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.40,59.77
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.77,60.99
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.17,62.64
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.41,60.38
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.45,61.97
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.37,60.53
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.05,59.88
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,60.20,61.97
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.35,60.77
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,60.04,63.01
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,60.42,63.03
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.79,61.17
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.37,59.61
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.41,62.49
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.61,60.95
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,60.83,63.14
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.86,61.53
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,60.11,62.33
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.72,62.18
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.72,61.33
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.86,61.17
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.19,60.61
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.37,60.45
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,60.57,62.07
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.62,60.19
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.42,60.40
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.14,60.01
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.85,61.35
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.96,60.45
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,60.31,62.22
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,60.42,63.28
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.31,61.76
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.42,62.38
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.66,62.06
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.88,62.02
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,57.67,60.17
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.76,62.92
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.76,62.04
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.04,61.66
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.26,60.88
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.61,63.04
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,56.50,59.12
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.32,61.05
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.73,61.40
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.39,60.52
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.71,62.54
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.94,62.10
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.74,61.70
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.36,61.48
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.28,62.34
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.10,59.83
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.10,61.71
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.02,60.47
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.32,60.92
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.97,61.44
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.61,61.97
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,61.38,63.84
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.08,59.84
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,60.06,62.50
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.86,60.67
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.13,60.34
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,57.50,59.73
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.14,61.85
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,57.46,58.88
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.88,60.42
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.42,60.56
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.58,61.03
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.67,60.46
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.66,59.37
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.98,61.92
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.77,62.18
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.82,62.19
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.24,61.91
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.67,63.78
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.85,62.12
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.39,61.02
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.84,61.18
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.54,62.49
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.87,61.06
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.01,60.57
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.78,62.56
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.66,61.82
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.54,59.68
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.10,61.53
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.91,61.74
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.41,62.15
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,57.33,59.81
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.90,61.81
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.94,61.50
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.30,61.59
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.14,60.28
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.35,62.19
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.31,59.84
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.30,61.00
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,60.11,62.25
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.51,61.21
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.25,60.60
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.24,61.45
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,62.49,65.42
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.49,60.65
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.63,62.49
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.49,61.09
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.74,60.95
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.82,60.99
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.36,61.17
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.11,58.99
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,57.12,59.68
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.32,61.51
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,57.43,59.90
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.94,61.65
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,57.74,60.57
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.83,61.39
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.62,60.79
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.38,60.31
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,61.31,63.94
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.11,61.13
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.38,61.67
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.82,60.08
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.10,62.23
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.95,62.19
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.77,62.26
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.40,60.05
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.33,62.15
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,60.87,62.71
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.77,62.45
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.61,62.54
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.69,61.46
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.68,61.99
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.53,61.26
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,60.04,62.35
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,57.77,60.47
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.55,62.20
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.05,61.05
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.71,63.43
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,56.85,59.29
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,57.89,60.31
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.47,62.11
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.17,60.33
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.49,61.37
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.95,60.31
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.50,61.22
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.92,61.97
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.13,61.13
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.78,60.50
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.45,60.82
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.50,60.94
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.11,59.79
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.84,62.34
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,60.56,62.36
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,60.41,62.98
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.86,61.33
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.78,62.42
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.61,62.37
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.99,59.74
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.73,61.84
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.80,61.48
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.80,61.06
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.63,62.08
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.42,61.37
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,61.02,62.27
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.98,61.66
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.94,60.65
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.43,61.66
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.01,59.76
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.00,59.67
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.42,60.38
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.00,62.99
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.54,61.43
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.00,61.74
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.16,60.08
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.93,62.16
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.12,61.26
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.12,61.34
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.84,62.04
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.48,59.32
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.33,62.60
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.93,61.20
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,59.11,61.23
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.21,62.55
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.13,61.19
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.59,60.76
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.29,58.88
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,57.91,59.87
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.79,61.36
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.71,61.58
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.82,60.06
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,60.00,62.18
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.86,62.35
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.85,60.98
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.97,60.69
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.20,59.53
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.02,60.34
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,59.11,61.45
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,56.79,58.99
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.93,61.88
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,58.38,60.53
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.78,60.98
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,57.92,61.00
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.47,62.12
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,60.08,61.90
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,61.06,63.07
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,61.53,64.68
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,60.22,62.08
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.78,62.39
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.36,61.48
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.63,60.58
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.44,60.63
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.80,61.27
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,58.14,59.76
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,16,60.66,62.56
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,15,61.45,62.95
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,59.43,61.89
Heavy-Reasonable (Sync VM/Thunks),Abstract Cubes,14,58.87,61.08
